__time,/model_pose/header/stamp,/model_pose/x/effort,/model_pose/x/position,/model_pose/x/velocity,/model_pose/y/effort,/model_pose/y/position,/model_pose/y/velocity,/model_pose/z/effort,/model_pose/z/position,/model_pose/z/velocity,/psm_joint_telemetry/header/stamp,/psm_joint_telemetry/insertion/effort,/psm_joint_telemetry/insertion/position,/psm_joint_telemetry/insertion/velocity,/psm_joint_telemetry/pitch/effort,/psm_joint_telemetry/pitch/position,/psm_joint_telemetry/pitch/velocity,/psm_joint_telemetry/roll/effort,/psm_joint_telemetry/roll/position,/psm_joint_telemetry/roll/velocity,/psm_joint_telemetry/servo1/effort,/psm_joint_telemetry/servo1/position,/psm_joint_telemetry/servo1/velocity,/psm_joint_telemetry/servo2/effort,/psm_joint_telemetry/servo2/position,/psm_joint_telemetry/servo2/velocity,/psm_joint_telemetry/servo3/effort,/psm_joint_telemetry/servo3/position,/psm_joint_telemetry/servo3/velocity,/psm_joint_telemetry/servo4/effort,/psm_joint_telemetry/servo4/position,/psm_joint_telemetry/servo4/velocity
1751971112.648347,,,,,,,,,,,325.003000000,88.349182129,0.000000000,100.000000000,2.409305096,-29.891996384,-150.000000000,7.127406597,-3.422999382,-100.000000000,60.257144928,0.000000000,0.000000000,166.571441650,0.000000000,0.000000000,106.570327759,0.000000000,0.000000000,135.467239380,0.000000000,0.000000000
1751971112.648975,1751971112.648917198,0.000000000,-0.013052673,0.000000000,0.000000000,-0.041714383,0.000000000,0.000000000,0.076802795,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1751971112.650995,1751971112.650902510,0.000000000,-0.013052673,0.000000000,0.000000000,-0.041714383,0.000000000,0.000000000,0.076802795,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1751971112.651275,,,,,,,,,,,325.006000000,88.349182129,0.000000000,100.000000000,2.409305096,-29.891996384,-150.000000000,7.127406597,-3.422999382,-100.000000000,60.264259338,0.000000000,0.000000000,166.570495605,0.000000000,0.000000000,106.560676575,0.000000000,0.000000000,135.550338745,0.000000000,0.000000000
1751971112.652960,1751971112.652899981,0.000000000,-0.013052673,0.000000000,0.000000000,-0.041714383,0.000000000,0.000000000,0.076802795,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1751971112.654091,,,,,,,,,,,325.009000000,88.369293213,0.000000000,100.000000000,2.411322117,-29.891996384,-150.000000000,7.126997471,-3.422999382,-100.000000000,60.267375946,0.000000000,0.000000000,166.569473267,0.000000000,0.000000000,106.556434631,0.000000000,0.000000000,135.593292236,0.000000000,0.000000000
1751971112.654956,1751971112.654896975,0.000000000,-0.013052673,0.000000000,0.000000000,-0.041714383,0.000000000,0.000000000,0.076802795,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1751971112.656832,,,,,,,,,,,325.011000000,88.369293213,0.000000000,100.000000000,2.411322117,-29.891996384,-150.000000000,7.126997471,-3.422999382,-100.000000000,60.264743805,0.000000000,0.000000000,166.585174561,0.000000000,0.000000000,106.553855896,0.000000000,0.000000000,135.535369873,0.000000000,0.000000000
1751971112.656956,1751971112.656897068,0.000000000,-0.013082160,0.000000000,0.000000000,-0.041721470,0.000000000,0.000000000,0.076787722,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1751971112.658962,1751971112.658895493,0.000000000,-0.013082160,0.000000000,0.000000000,-0.041721470,0.000000000,0.000000000,0.076787722,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1751971112.659731,,,,,,,,,,,325.014000000,88.363899231,0.000000000,100.000000000,2.417132139,-29.891996384,-150.000000000,7.129197121,-3.422999382,-100.000000000,60.257453918,0.000000000,0.000000000,166.569885254,0.000000000,0.000000000,106.565498352,0.000000000,0.000000000,135.582397461,0.000000000,0.000000000
1751971112.660959,1751971112.660897255,0.000000000,-0.013082160,0.000000000,0.000000000,-0.041721470,0.000000000,0.000000000,0.076787722,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1751971112.662490,,,,,,,,,,,325.017000000,88.363899231,0.000000000,100.000000000,2.417132139,-29.891996384,-150.000000000,7.129197121,-3.422999382,-100.000000000,60.274238586,0.000000000,0.000000000,166.577896118,0.000000000,0.000000000,106.557510376,0.000000000,0.000000000,135.537277222,0.000000000,0.000000000
1751971112.662973,1751971112.662859678,0.000000000,-0.013082160,0.000000000,0.000000000,-0.041721470,0.000000000,0.000000000,0.076787722,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1751971112.665049,1751971112.664949656,0.000000000,-0.013082160,0.000000000,0.000000000,-0.041721470,0.000000000,0.000000000,0.076787722,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1751971112.665372,,,,,,,,,,,325.020000000,88.363899231,0.000000000,100.000000000,2.417132139,-29.891996384,-150.000000000,7.129197121,-3.422999382,-100.000000000,60.276008606,0.000000000,0.000000000,166.578399658,0.000000000,0.000000000,106.554061890,0.000000000,0.000000000,135.554443359,0.000000000,0.000000000
1751971112.666993,1751971112.666917324,0.000000000,-0.013069178,0.000000000,0.000000000,-0.041731691,0.000000000,0.000000000,0.076762664,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1751971112.668187,,,,,,,,,,,325.023000000,88.363899231,0.000000000,100.000000000,2.417132139,-29.891996384,-150.000000000,7.129197121,-3.422999382,-100.000000000,60.279537201,0.000000000,0.000000000,166.576568604,0.000000000,0.000000000,106.552101135,0.000000000,0.000000000,135.487442017,0.000000000,0.000000000
1751971112.668963,1751971112.668899059,0.000000000,-0.013069178,0.000000000,0.000000000,-0.041731691,0.000000000,0.000000000,0.076762664,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1751971112.671075,1751971112.670914888,0.000000000,-0.013069178,0.000000000,0.000000000,-0.041731691,0.000000000,0.000000000,0.076762664,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1751971112.671135,,,,,,,,,,,325.026000000,88.363899231,0.000000000,100.000000000,2.417132139,-29.891996384,-150.000000000,7.129197121,-3.422999382,-100.000000000,60.275371552,0.000000000,0.000000000,166.571777344,0.000000000,0.000000000,106.556571960,0.000000000,0.000000000,135.458145142,0.000000000,0.000000000
1751971112.673002,1751971112.672920942,0.000000000,-0.013069178,0.000000000,0.000000000,-0.041731691,0.000000000,0.000000000,0.076762664,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1751971112.673967,,,,,,,,,,,325.029000000,88.345031738,0.000000000,100.000000000,2.415552139,-29.891996384,-150.000000000,7.132630825,-3.422999382,-100.000000000,60.279880524,0.000000000,0.000000000,166.574783325,0.000000000,0.000000000,106.556381226,0.000000000,0.000000000,135.428405762,0.000000000,0.000000000
1751971112.674955,1751971112.674895048,0.000000000,-0.013069178,0.000000000,0.000000000,-0.041731691,0.000000000,0.000000000,0.076762664,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1751971112.676885,,,,,,,,,,,325.031000000,88.345031738,0.000000000,100.000000000,2.415552139,-29.891996384,-150.000000000,7.132630825,-3.422999382,-100.000000000,60.269454956,0.000000000,0.000000000,166.590698242,0.000000000,0.000000000,106.564300537,0.000000000,0.000000000,135.462738037,0.000000000,0.000000000
1751971112.676982,1751971112.676911831,0.000000000,-0.013069178,0.000000000,0.000000000,-0.041731691,0.000000000,0.000000000,0.076762664,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1751971112.679008,1751971112.678922415,0.000000000,-0.013033030,0.000000000,0.000000000,-0.041699427,0.000000000,0.000000000,0.076795423,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1751971112.679651,,,,,,,,,,,325.034000000,88.345031738,0.000000000,100.000000000,2.415552139,-29.891996384,-150.000000000,7.132630825,-3.422999382,-100.000000000,60.277198792,0.000000000,0.000000000,166.588012695,0.000000000,0.000000000,106.556602478,0.000000000,0.000000000,135.547378540,0.000000000,0.000000000
1751971112.681044,1751971112.680950165,0.000000000,-0.013033030,0.000000000,0.000000000,-0.041699427,0.000000000,0.000000000,0.076795423,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1751971112.682547,,,,,,,,,,,325.037000000,88.345031738,0.000000000,100.000000000,2.415552139,-29.891996384,-150.000000000,7.132630825,-3.422999382,-100.000000000,60.278076172,0.000000000,0.000000000,166.578521729,0.000000000,0.000000000,106.556396484,0.000000000,0.000000000,135.511215210,0.000000000,0.000000000
1751971112.682962,1751971112.682893515,0.000000000,-0.013033030,0.000000000,0.000000000,-0.041699427,0.000000000,0.000000000,0.076795423,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1751971112.684991,1751971112.684900522,0.000000000,-0.013033030,0.000000000,0.000000000,-0.041699427,0.000000000,0.000000000,0.076795423,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1751971112.685557,,,,,,,,,,,325.040000000,88.345031738,0.000000000,100.000000000,2.415552139,-29.891996384,-150.000000000,7.132630825,-3.422999382,-100.000000000,60.279464722,0.000000000,0.000000000,166.578948975,0.000000000,0.000000000,106.553047180,0.000000000,0.000000000,135.530990601,0.000000000,0.000000000
1751971112.686913,1751971112.686850071,0.000000000,-0.013033030,0.000000000,0.000000000,-0.041699427,0.000000000,0.000000000,0.076795423,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1751971112.688469,,,,,,,,,,,325.043000000,88.345031738,0.000000000,100.000000000,2.415552139,-29.891996384,-150.000000000,7.132630825,-3.422999382,-100.000000000,60.276901245,0.000000000,0.000000000,166.572387695,0.000000000,0.000000000,106.565887451,0.000000000,0.000000000,135.525436401,0.000000000,0.000000000
1751971112.688987,1751971112.688923597,0.000000000,-0.013033030,0.000000000,0.000000000,-0.041699427,0.000000000,0.000000000,0.076795423,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1751971112.690986,1751971112.690911770,0.000000000,-0.013038179,0.000000000,0.000000000,-0.041710735,0.000000000,0.000000000,0.076787508,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1751971112.691349,,,,,,,,,,,325.046000000,88.345031738,0.000000000,100.000000000,2.415552139,-29.891996384,-150.000000000,7.132630825,-3.422999382,-100.000000000,60.278404236,0.000000000,0.000000000,166.573425293,0.000000000,0.000000000,106.561599731,0.000000000,0.000000000,135.595214844,0.000000000,0.000000000
1751971112.692960,1751971112.692895174,0.000000000,-0.013038179,0.000000000,0.000000000,-0.041710735,0.000000000,0.000000000,0.076787508,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1751971112.694192,,,,,,,,,,,325.049000000,88.345031738,0.000000000,100.000000000,2.415552139,-29.891996384,-150.000000000,7.132630825,-3.422999382,-100.000000000,60.274627686,0.000000000,0.000000000,166.593200684,0.000000000,0.000000000,106.544471741,0.000000000,0.000000000,135.528289795,0.000000000,0.000000000
1751971112.694956,1751971112.694900274,0.000000000,-0.013038179,0.000000000,0.000000000,-0.041710735,0.000000000,0.000000000,0.076787508,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1751971112.696987,1751971112.696894884,0.000000000,-0.013038179,0.000000000,0.000000000,-0.041710735,0.000000000,0.000000000,0.076787508,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1751971112.697025,,,,,,,,,,,325.052000000,88.345031738,0.000000000,100.000000000,2.415552139,-29.891996384,-150.000000000,7.132630825,-3.422999382,-100.000000000,60.264656067,0.000000000,0.000000000,166.575744629,0.000000000,0.000000000,106.558654785,0.000000000,0.000000000,135.535568237,0.000000000,0.000000000
1751971112.698975,1751971112.698909760,0.000000000,-0.013038179,0.000000000,0.000000000,-0.041710735,0.000000000,0.000000000,0.076787508,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1751971112.699922,,,,,,,,,,,325.055000000,88.352142334,0.000000000,100.000000000,2.409165144,-29.891996384,-150.000000000,7.127667904,-3.422999382,-100.000000000,60.285148621,0.000000000,0.000000000,166.567108154,0.000000000,0.000000000,106.546371460,0.000000000,0.000000000,135.497467041,0.000000000,0.000000000
1751971112.700984,1751971112.700917482,0.000000000,-0.013038179,0.000000000,0.000000000,-0.041710735,0.000000000,0.000000000,0.076787508,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1751971112.702798,,,,,,,,,,,325.057000000,88.352142334,0.000000000,100.000000000,2.409165144,-29.891996384,-150.000000000,7.127667904,-3.422999382,-100.000000000,60.287498474,0.000000000,0.000000000,166.572525024,0.000000000,0.000000000,106.538322449,0.000000000,0.000000000,135.486404419,0.000000000,0.000000000
1751971112.703025,1751971112.702939749,0.000000000,-0.013010729,0.000000000,0.000000000,-0.041708921,0.000000000,0.000000000,0.076830589,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1751971112.705015,1751971112.704909086,0.000000000,-0.013010729,0.000000000,0.000000000,-0.041708921,0.000000000,0.000000000,0.076830589,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1751971112.705638,,,,,,,,,,,325.060000000,88.352142334,0.000000000,100.000000000,2.409165144,-29.891996384,-150.000000000,7.127667904,-3.422999382,-100.000000000,60.284645081,0.000000000,0.000000000,166.571716309,0.000000000,0.000000000,106.547050476,0.000000000,0.000000000,135.562911987,0.000000000,0.000000000
1751971112.707011,1751971112.706921816,0.000000000,-0.013010729,0.000000000,0.000000000,-0.041708921,0.000000000,0.000000000,0.076830589,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1751971112.708483,,,,,,,,,,,325.063000000,88.352142334,0.000000000,100.000000000,2.409165144,-29.891996384,-150.000000000,7.127667904,-3.422999382,-100.000000000,60.270851135,0.000000000,0.000000000,166.587341309,0.000000000,0.000000000,106.552192688,0.000000000,0.000000000,135.553894043,0.000000000,0.000000000
1751971112.709021,1751971112.708927393,0.000000000,-0.013010729,0.000000000,0.000000000,-0.041708921,0.000000000,0.000000000,0.076830589,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1751971112.710991,1751971112.710899353,0.000000000,-0.013010729,0.000000000,0.000000000,-0.041708921,0.000000000,0.000000000,0.076830589,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1751971112.711327,,,,,,,,,,,325.066000000,88.352142334,0.000000000,100.000000000,2.409165144,-29.891996384,-150.000000000,7.127667904,-3.422999382,-100.000000000,60.272968292,0.000000000,0.000000000,166.586883545,0.000000000,0.000000000,106.558204651,0.000000000,0.000000000,135.569396973,0.000000000,0.000000000
1751971112.712977,1751971112.712914467,0.000000000,-0.013010729,0.000000000,0.000000000,-0.041708921,0.000000000,0.000000000,0.076830589,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1751971112.714126,,,,,,,,,,,325.069000000,88.352142334,0.000000000,100.000000000,2.409165144,-29.891996384,-150.000000000,7.127667904,-3.422999382,-100.000000000,60.262882233,0.000000000,0.000000000,166.599822998,0.000000000,0.000000000,106.551498413,0.000000000,0.000000000,135.498199463,0.000000000,0.000000000
1751971112.714895,1751971112.714847088,0.000000000,-0.013058680,0.000000000,0.000000000,-0.041708547,0.000000000,0.000000000,0.076753652,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1751971112.716888,,,,,,,,,,,325.071000000,88.352142334,0.000000000,100.000000000,2.409165144,-29.891996384,-150.000000000,7.127667904,-3.422999382,-100.000000000,60.267478943,0.000000000,0.000000000,166.588592529,0.000000000,0.000000000,106.564514160,0.000000000,0.000000000,135.481735229,0.000000000,0.000000000
1751971112.716960,1751971112.716899872,0.000000000,-0.013058680,0.000000000,0.000000000,-0.041708547,0.000000000,0.000000000,0.076753652,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1751971112.718954,1751971112.718894720,0.000000000,-0.013058680,0.000000000,0.000000000,-0.041708547,0.000000000,0.000000000,0.076753652,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1751971112.719783,,,,,,,,,,,325.074000000,88.324714661,0.000000000,100.000000000,2.413926601,-29.891996384,-150.000000000,7.130002499,-3.422999382,-100.000000000,60.258895874,0.000000000,0.000000000,166.602264404,0.000000000,0.000000000,106.553253174,0.000000000,0.000000000,135.543273926,0.000000000,0.000000000
1751971112.720956,1751971112.720898390,0.000000000,-0.013058680,0.000000000,0.000000000,-0.041708547,0.000000000,0.000000000,0.076753652,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1751971112.722546,,,,,,,,,,,325.077000000,88.324714661,0.000000000,100.000000000,2.413926601,-29.891996384,-150.000000000,7.130002499,-3.422999382,-100.000000000,60.279594421,0.000000000,0.000000000,166.577514648,0.000000000,0.000000000,106.556854248,0.000000000,0.000000000,135.460876465,0.000000000,0.000000000
1751971112.722957,1751971112.722900152,0.000000000,-0.013058680,0.000000000,0.000000000,-0.041708547,0.000000000,0.000000000,0.076753652,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1751971112.724990,1751971112.724898815,0.000000000,-0.013058680,0.000000000,0.000000000,-0.041708547,0.000000000,0.000000000,0.076753652,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1751971112.725488,,,,,,,,,,,325.080000000,88.324714661,0.000000000,100.000000000,2.413926601,-29.891996384,-150.000000000,7.130002499,-3.422999382,-100.000000000,60.263843536,0.000000000,0.000000000,166.587249756,0.000000000,0.000000000,106.555046082,0.000000000,0.000000000,135.528060913,0.000000000,0.000000000
1751971112.726968,1751971112.726898670,0.000000000,-0.013061907,0.000000000,0.000000000,-0.041724402,0.000000000,0.000000000,0.076791007,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1751971112.728315,,,,,,,,,,,325.083000000,88.324714661,0.000000000,100.000000000,2.413926601,-29.891996384,-150.000000000,7.130002499,-3.422999382,-100.000000000,60.283737183,0.000000000,0.000000000,166.574005127,0.000000000,0.000000000,106.548095703,0.000000000,0.000000000,135.557556152,0.000000000,0.000000000
1751971112.728952,1751971112.728899479,0.000000000,-0.013061907,0.000000000,0.000000000,-0.041724402,0.000000000,0.000000000,0.076791007,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1751971112.730994,1751971112.730917454,0.000000000,-0.013061907,0.000000000,0.000000000,-0.041724402,0.000000000,0.000000000,0.076791007,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1751971112.731089,,,,,,,,,,,325.086000000,88.324714661,0.000000000,100.000000000,2.413926601,-29.891996384,-150.000000000,7.130002499,-3.422999382,-100.000000000,60.284557343,0.000000000,0.000000000,166.574890137,0.000000000,0.000000000,106.545570374,0.000000000,0.000000000,135.572692871,0.000000000,0.000000000
1751971112.732953,1751971112.732865095,0.000000000,-0.013061907,0.000000000,0.000000000,-0.041724402,0.000000000,0.000000000,0.076791007,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1751971112.734018,,,,,,,,,,,325.089000000,88.365142822,0.000000000,100.000000000,2.413359404,-29.891996384,-150.000000000,7.129362583,-3.422999382,-100.000000000,60.281688690,0.000000000,0.000000000,166.572204590,0.000000000,0.000000000,106.563064575,0.000000000,0.000000000,135.558181763,0.000000000,0.000000000
1751971112.734959,1751971112.734893322,0.000000000,-0.013061907,0.000000000,0.000000000,-0.041724402,0.000000000,0.000000000,0.076791007,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1751971112.736852,,,,,,,,,,,325.091000000,88.365142822,0.000000000,100.000000000,2.413359404,-29.891996384,-150.000000000,7.129362583,-3.422999382,-100.000000000,60.285224915,0.000000000,0.000000000,166.575881958,0.000000000,0.000000000,106.556503296,0.000000000,0.000000000,135.558563232,0.000000000,0.000000000
1751971112.736916,1751971112.736847162,0.000000000,-0.013061907,0.000000000,0.000000000,-0.041724402,0.000000000,0.000000000,0.076791007,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1751971112.738968,1751971112.738910913,0.000000000,-0.013041294,0.000000000,0.000000000,-0.041697737,0.000000000,0.000000000,0.076784915,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1751971112.739739,,,,,,,,,,,325.094000000,88.365142822,0.000000000,100.000000000,2.413359404,-29.891996384,-150.000000000,7.129362583,-3.422999382,-100.000000000,60.287063599,0.000000000,0.000000000,166.577758789,0.000000000,0.000000000,106.556343079,0.000000000,0.000000000,135.501602173,0.000000000,0.000000000
1751971112.740963,1751971112.740878344,0.000000000,-0.013041294,0.000000000,0.000000000,-0.041697737,0.000000000,0.000000000,0.076784915,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1751971112.742786,,,,,,,,,,,325.097000000,88.365142822,0.000000000,100.000000000,2.413359404,-29.891996384,-150.000000000,7.129362583,-3.422999382,-100.000000000,60.271080017,0.000000000,0.000000000,166.592361450,0.000000000,0.000000000,106.549407959,0.000000000,0.000000000,135.484680176,0.000000000,0.000000000
1751971112.743045,1751971112.742964029,0.000000000,-0.013041294,0.000000000,0.000000000,-0.041697737,0.000000000,0.000000000,0.076784915,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1751971112.745022,1751971112.744899273,0.000000000,-0.013041294,0.000000000,0.000000000,-0.041697737,0.000000000,0.000000000,0.076784915,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1751971112.745715,,,,,,,,,,,325.100000000,88.344215393,0.000000000,100.000000000,2.409809828,-29.891996384,-150.000000000,7.125998497,-3.422999382,-100.000000000,60.291965485,0.000000000,0.000000000,166.574584961,0.000000000,0.000000000,106.542236328,0.000000000,0.000000000,135.452362061,0.000000000,0.000000000
1751971112.746963,1751971112.746900558,0.000000000,-0.013041294,0.000000000,0.000000000,-0.041697737,0.000000000,0.000000000,0.076784915,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1751971112.748520,,,,,,,,,,,325.103000000,88.344215393,0.000000000,100.000000000,2.409809828,-29.891996384,-150.000000000,7.125998497,-3.422999382,-100.000000000,60.287578583,0.000000000,0.000000000,166.573059082,0.000000000,0.000000000,106.548828125,0.000000000,0.000000000,135.540588379,0.000000000,0.000000000
1751971112.748960,1751971112.748911142,0.000000000,-0.013059685,0.000000000,0.000000000,-0.041710046,0.000000000,0.000000000,0.076784865,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1751971112.751032,1751971112.750922203,0.000000000,-0.013059685,0.000000000,0.000000000,-0.041710046,0.000000000,0.000000000,0.076784865,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1751971112.751373,,,,,,,,,,,325.106000000,88.344215393,0.000000000,100.000000000,2.409809828,-29.891996384,-150.000000000,7.125998497,-3.422999382,-100.000000000,60.282608032,0.000000000,0.000000000,166.568618774,0.000000000,0.000000000,106.562561035,0.000000000,0.000000000,135.557403564,0.000000000,0.000000000
1751971112.752965,1751971112.752894878,0.000000000,-0.013059685,0.000000000,0.000000000,-0.041710046,0.000000000,0.000000000,0.076784865,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1751971112.754208,,,,,,,,,,,325.109000000,88.344215393,0.000000000,100.000000000,2.409809828,-29.891996384,-150.000000000,7.125998497,-3.422999382,-100.000000000,60.287002563,0.000000000,0.000000000,166.575302124,0.000000000,0.000000000,106.552040100,0.000000000,0.000000000,135.526794434,0.000000000,0.000000000
1751971112.754900,1751971112.754854202,0.000000000,-0.013059685,0.000000000,0.000000000,-0.041710046,0.000000000,0.000000000,0.076784865,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1751971112.756977,1751971112.756898403,0.000000000,-0.013059685,0.000000000,0.000000000,-0.041710046,0.000000000,0.000000000,0.076784865,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1751971112.757076,,,,,,,,,,,325.112000000,88.344215393,0.000000000,100.000000000,2.409809828,-29.891996384,-150.000000000,7.125998497,-3.422999382,-100.000000000,60.287506104,0.000000000,0.000000000,166.576049805,0.000000000,0.000000000,106.549133301,0.000000000,0.000000000,135.544998169,0.000000000,0.000000000
1751971112.758989,1751971112.758911133,0.000000000,-0.013068724,0.000000000,0.000000000,-0.041729251,0.000000000,0.000000000,0.076751689,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1751971112.759862,,,,,,,,,,,325.114000000,88.352691650,0.000000000,100.000000000,2.413145781,-29.891996384,-150.000000000,7.127775669,-3.422999382,-100.000000000,60.279460907,0.000000000,0.000000000,166.568649292,0.000000000,0.000000000,106.554664612,0.000000000,0.000000000,135.543121338,0.000000000,0.000000000
1751971112.760993,1751971112.760892868,0.000000000,-0.013068724,0.000000000,0.000000000,-0.041729251,0.000000000,0.000000000,0.076751689,0.000000000,,,,,,,,,,,,,,,,,,,,,,
1751971112.762557,,,,,,,,,,,325.117000000,88.334274292,0.000000000,100.000000000,2.415808678,-29.891996384,-150.000000000,7.133138657,-3.422999382,-100.000000000,60.283763885,0.000000000,0.000000000,166.573547363,0.000000000,0.000000000,106.551795959,0.000000000,0.000000000,135.520965576,0.000000000,0.000000000
